household_id,device_model,firmware_version,plan_type,region,num_nodes,connected_devices,tenure_days,signup_date,churned
HH-02508,eero Pro 6E,6.4.2,Basic,Northeast,1,15,1083,2021-01-13,0
HH-02509,eero Max,6.5.0,eero Secure+,West,2,21,1042,2021-02-23,0
HH-02510,eero 6,6.4.2,Basic,Northeast,2,25,908,2021-07-07,0
HH-02511,eero Max,6.5.0,eero Secure+,Southeast,2,14,976,2021-04-30,0
HH-02512,eero 6+,6.1.0,Basic,Northeast,5,19,1017,2021-03-20,0
HH-02513,eero 6+,6.2.0,eero Plus,Midwest,4,24,181,2023-07-04,0
HH-02514,eero Pro 6E,6.4.2,eero Plus,Southwest,2,18,284,2023-03-23,0
HH-02515,eero Max,6.4.2,Basic,West,4,19,732,2021-12-30,0
HH-02516,eero 6,6.3.0,eero Plus,Southwest,2,20,683,2022-02-17,0
HH-02517,eero 6+,6.3.0,eero Secure+,Midwest,3,20,787,2021-11-05,0
HH-02518,eero Pro 6E,6.4.2,Basic,West,1,15,1087,2021-01-09,1
HH-02519,eero Pro 6E,6.1.0,eero Plus,Midwest,3,21,216,2023-05-30,0
HH-02520,eero Pro 6E,6.3.0,Basic,Midwest,2,21,908,2021-07-07,0
HH-02521,eero 6,6.4.0,eero Secure+,Midwest,1,13,702,2022-01-29,0
HH-02522,eero 6,6.4.0,eero Plus,Southeast,2,14,905,2021-07-10,0
HH-02523,eero 6+,6.4.2,Basic,West,2,20,147,2023-08-07,1
HH-02524,eero Pro 6E,6.3.0,Basic,Northeast,3,26,1071,2021-01-25,0
HH-02525,eero 6,6.4.2,eero Plus,Midwest,1,19,900,2021-07-15,0
HH-02526,eero 6,6.4.0,Basic,Southwest,3,21,487,2022-09-01,0
HH-02527,eero Max,6.4.0,Basic,West,3,22,735,2021-12-27,1
HH-02528,eero 6,6.4.2,eero Plus,West,3,21,671,2022-03-01,0
HH-02529,eero Max,6.3.0,Basic,Midwest,3,17,995,2021-04-11,0
HH-02530,eero Pro 6E,6.2.0,Basic,Midwest,1,17,241,2023-05-05,1
HH-02531,eero Pro 6E,6.2.0,eero Plus,Southeast,3,23,515,2022-08-04,1
HH-02532,eero 6,6.3.0,Basic,Midwest,5,28,920,2021-06-25,0
HH-02533,eero 6,6.4.0,Basic,West,3,21,1056,2021-02-09,0
HH-02534,eero Pro 6E,6.4.2,Basic,West,3,18,1031,2021-03-06,0
HH-02535,eero Pro 6E,6.4.2,eero Plus,West,3,21,1014,2021-03-23,0
HH-02536,eero Pro 6E,6.4.2,eero Plus,Northeast,2,18,372,2022-12-25,0
HH-02537,eero 6,6.3.0,eero Plus,West,3,21,323,2023-02-12,1
HH-02538,eero Pro 6E,6.4.0,Basic,West,4,22,57,2023-11-05,0
HH-02539,eero Pro 6E,6.4.0,Basic,Southeast,1,12,888,2021-07-27,0
HH-02540,eero Pro 6E,6.2.0,Basic,Midwest,4,28,602,2022-05-09,0
HH-02541,eero Pro 6E,6.1.0,Basic,Southwest,1,16,957,2021-05-19,0
HH-02542,eero Pro 6E,6.4.0,eero Secure+,Midwest,2,17,1085,2021-01-11,0
HH-02543,eero Pro 6E,6.5.0,Basic,West,4,24,426,2022-11-01,0
HH-02544,eero 6,6.2.0,Basic,Southeast,4,28,1070,2021-01-26,0
HH-02545,eero 6+,6.1.0,Basic,Southwest,4,24,630,2022-04-11,0
HH-02546,eero 6,6.4.2,eero Plus,Southwest,5,29,399,2022-11-28,0
HH-02547,eero 6+,6.3.0,eero Plus,Midwest,2,21,193,2023-06-22,0
HH-02548,eero 6+,6.4.2,eero Plus,West,3,26,479,2022-09-09,1
HH-02549,eero 6,6.4.2,eero Secure+,Midwest,2,16,573,2022-06-07,0
HH-02550,eero 6+,6.5.0,eero Plus,Southeast,2,16,739,2021-12-23,0
HH-02551,eero 6,6.4.0,Basic,Northeast,2,23,380,2022-12-17,1
HH-02552,eero Pro 6E,6.4.2,Basic,Southeast,3,22,408,2022-11-19,0
HH-02553,eero Max,6.4.0,eero Plus,Southwest,2,15,230,2023-05-16,0
HH-02554,eero 6,6.4.2,eero Plus,West,4,23,534,2022-07-16,1
HH-02555,eero Max,6.4.0,eero Plus,Southeast,3,19,1041,2021-02-24,0
HH-02556,eero 6+,6.2.0,eero Plus,Southeast,1,13,1081,2021-01-15,0
HH-02557,eero 6,6.4.0,eero Plus,Northeast,3,25,366,2022-12-31,0
HH-02558,eero 6,6.4.0,eero Secure+,Southwest,2,23,316,2023-02-19,0
HH-02559,eero 6+,6.4.2,eero Plus,West,2,17,660,2022-03-12,0
HH-02560,eero Pro 6E,6.4.2,eero Plus,Midwest,4,26,1084,2021-01-12,0
HH-02561,eero Pro 6E,6.4.2,Basic,Midwest,2,16,695,2022-02-05,0
HH-02562,eero 6,6.2.0,eero Plus,Midwest,4,21,136,2023-08-18,0
HH-02563,eero 6,6.4.2,eero Secure+,Northeast,3,27,535,2022-07-15,0
HH-02564,eero 6+,6.4.0,Basic,Southwest,3,18,146,2023-08-08,0
HH-02565,eero 6,6.5.0,eero Plus,Midwest,3,29,108,2023-09-15,0
HH-02566,eero 6,6.5.0,eero Plus,Southwest,1,19,770,2021-11-22,0
HH-02567,eero 6,6.1.0,Basic,West,1,23,52,2023-11-10,0
HH-02568,eero Pro 6E,6.4.2,eero Plus,Southwest,1,23,390,2022-12-07,0
HH-02569,eero Max,6.1.0,Basic,Southwest,2,18,729,2022-01-02,0
HH-02570,eero 6+,6.3.0,eero Secure+,West,1,17,246,2023-04-30,0
HH-02571,eero Max,6.4.0,eero Secure+,West,5,26,1019,2021-03-18,0
HH-02572,eero 6+,6.2.0,Basic,Midwest,2,25,736,2021-12-26,1
HH-02573,eero 6+,6.4.2,Basic,Northeast,3,22,657,2022-03-15,0
HH-02574,eero 6,6.1.0,eero Plus,Southeast,2,23,596,2022-05-15,1
HH-02575,eero Pro 6E,6.2.0,Basic,Southwest,2,12,472,2022-09-16,0
HH-02576,eero Max,6.4.0,Basic,Northeast,2,19,488,2022-08-31,0
HH-02577,eero Pro 6E,6.4.2,eero Plus,Northeast,3,19,173,2023-07-12,0
HH-02578,eero 6+,6.5.0,Basic,Northeast,2,16,343,2023-01-23,0
HH-02579,eero Pro 6E,6.4.2,Basic,Southwest,2,17,904,2021-07-11,0
HH-02580,eero 6,6.4.2,eero Secure+,Midwest,3,20,758,2021-12-04,1
HH-02581,eero Max,6.4.0,eero Secure+,Southeast,3,23,668,2022-03-04,0
HH-02582,eero 6+,6.1.0,eero Plus,Northeast,1,12,503,2022-08-16,0
HH-02583,eero 6+,6.2.0,eero Secure+,Southwest,3,21,714,2022-01-17,0
HH-02584,eero 6+,6.4.0,Basic,Southeast,3,20,635,2022-04-06,0
HH-02585,eero Pro 6E,6.4.2,Basic,Southeast,3,21,931,2021-06-14,0
HH-02586,eero 6,6.4.0,Basic,Midwest,2,24,304,2023-03-03,1
HH-02587,eero Pro 6E,6.4.2,eero Plus,Midwest,2,14,781,2021-11-11,0
HH-02588,eero 6,6.4.0,eero Secure+,Southeast,1,14,246,2023-04-30,0
HH-02589,eero Pro 6E,6.1.0,eero Plus,Midwest,5,31,705,2022-01-26,0
HH-02590,eero Pro 6E,6.2.0,eero Secure+,Southeast,2,20,739,2021-12-23,0
HH-02591,eero Pro 6E,6.4.2,eero Plus,Southwest,5,32,952,2021-05-24,0
HH-02592,eero 6+,6.4.2,Basic,Southeast,2,17,437,2022-10-21,0
HH-02593,eero 6+,6.5.0,Basic,Northeast,1,17,177,2023-07-08,0
HH-02594,eero 6,6.2.0,Basic,Southwest,2,23,532,2022-07-18,0
HH-02595,eero Pro 6E,6.5.0,Basic,Southwest,1,15,261,2023-04-15,0
HH-02596,eero 6,6.3.0,eero Plus,Northeast,4,25,527,2022-07-23,0
HH-02597,eero 6+,6.1.0,Basic,Northeast,4,19,452,2022-10-06,0
HH-02598,eero 6,6.5.0,eero Plus,West,3,16,276,2023-03-31,1
HH-02599,eero 6,6.3.0,eero Plus,Southwest,3,26,134,2023-08-20,0
HH-02600,eero Pro 6E,6.4.2,Basic,Southeast,3,17,263,2023-04-13,0
HH-02601,eero 6,6.2.0,eero Plus,Midwest,5,27,504,2022-08-15,0
HH-02602,eero Pro 6E,6.4.0,eero Plus,Northeast,2,17,1033,2021-03-04,0
HH-02603,eero 6+,6.5.0,Basic,Midwest,3,17,788,2021-11-04,0
HH-02604,eero 6,6.3.0,eero Secure+,Northeast,3,17,904,2021-07-11,0
HH-02605,eero 6+,6.4.2,eero Plus,Southeast,5,30,141,2023-08-13,0
HH-02606,eero 6,6.2.0,eero Plus,Northeast,4,21,52,2023-11-10,1
HH-02607,eero 6,6.4.2,eero Secure+,Midwest,5,24,966,2021-05-10,0
HH-02608,eero Pro 6E,6.3.0,eero Secure+,Southeast,3,19,344,2023-01-22,0
HH-02609,eero 6,6.3.0,eero Secure+,Southeast,1,10,231,2023-05-15,0
HH-02610,eero Pro 6E,6.3.0,Basic,Northeast,2,16,647,2022-03-25,0
HH-02611,eero 6,6.2.0,Basic,Southeast,3,15,635,2022-04-06,1
HH-02612,eero 6,6.5.0,Basic,Southwest,3,17,1024,2021-03-13,0
HH-02613,eero Pro 6E,6.4.0,Basic,Southeast,1,12,54,2023-11-08,1
HH-02614,eero 6+,6.3.0,eero Secure+,Southwest,2,17,686,2022-02-14,0
HH-02615,eero 6,6.4.0,eero Plus,Southeast,1,13,560,2022-06-20,1
HH-02616,eero 6+,6.3.0,Basic,Southeast,4,21,75,2023-10-18,0
HH-02617,eero 6,6.4.2,Basic,Midwest,1,14,1088,2021-01-08,1
HH-02618,eero Pro 6E,6.5.0,Basic,West,3,15,231,2023-05-15,0
HH-02619,eero 6+,6.4.0,eero Plus,Northeast,2,16,394,2022-12-03,0
HH-02620,eero Pro 6E,6.5.0,eero Plus,Northeast,2,16,499,2022-08-20,0
HH-02621,eero Max,6.4.0,eero Secure+,Midwest,5,26,806,2021-10-17,0
HH-02622,eero 6+,6.2.0,eero Secure+,West,1,16,445,2022-10-13,0
HH-02623,eero Max,6.4.2,Basic,West,1,14,728,2022-01-03,0
HH-02624,eero 6+,6.4.0,Basic,Midwest,1,10,839,2021-09-14,0
HH-02625,eero Max,6.4.2,Basic,Midwest,2,17,219,2023-05-27,0
HH-02626,eero 6,6.5.0,Basic,Midwest,3,20,378,2022-12-19,0
HH-02627,eero Pro 6E,6.4.0,eero Secure+,Midwest,2,16,402,2022-11-25,0
HH-02628,eero 6+,6.5.0,eero Plus,Midwest,3,20,1014,2021-03-23,0
HH-02629,eero 6+,6.4.2,eero Plus,West,1,17,1016,2021-03-21,0
HH-02630,eero Pro 6E,6.4.0,eero Plus,Southwest,4,22,140,2023-08-14,0
HH-02631,eero Pro 6E,6.4.2,Basic,Midwest,4,27,675,2022-02-25,0
HH-02632,eero 6,6.3.0,Basic,Midwest,5,28,1066,2021-01-30,0
HH-02633,eero 6,6.5.0,eero Plus,Midwest,5,29,552,2022-06-28,0
HH-02634,eero Pro 6E,6.4.2,eero Plus,Southeast,2,21,226,2023-05-20,0
HH-02635,eero Pro 6E,6.1.0,Basic,Southeast,2,19,84,2023-10-09,0
HH-02636,eero Max,6.3.0,eero Plus,Northeast,3,28,212,2023-06-03,0
HH-02637,eero Pro 6E,6.4.2,eero Secure+,Northeast,1,9,1072,2021-01-24,0
HH-02638,eero Max,6.1.0,Basic,Midwest,2,20,392,2022-12-05,1
HH-02639,eero Pro 6E,6.1.0,eero Plus,West,1,18,502,2022-08-17,1
HH-02640,eero 6,6.4.0,Basic,Southeast,2,20,38,2023-11-24,0
HH-02641,eero 6,6.3.0,eero Plus,Midwest,3,22,689,2022-02-11,0
HH-02642,eero Pro 6E,6.4.0,eero Plus,Southeast,1,17,54,2023-11-08,0
HH-02643,eero Pro 6E,6.3.0,eero Secure+,Northeast,1,13,853,2021-08-31,0
HH-02644,eero 6,6.2.0,Basic,West,3,26,97,2023-09-26,0
HH-02645,eero 6+,6.4.2,Basic,West,1,10,1054,2021-02-11,0
HH-02646,eero Max,6.4.0,Basic,Northeast,5,27,77,2023-10-16,0
HH-02647,eero 6+,6.3.0,Basic,Southwest,1,14,974,2021-05-02,1
HH-02648,eero 6+,6.3.0,eero Plus,Southeast,3,21,384,2022-12-13,1
HH-02649,eero 6+,6.4.0,eero Secure+,West,2,18,1039,2021-02-26,0
HH-02650,eero 6,6.1.0,Basic,Southeast,1,13,466,2022-09-22,0
HH-02651,eero 6+,6.2.0,Basic,Southeast,2,16,729,2022-01-02,1
HH-02652,eero 6+,6.1.0,Basic,Midwest,2,13,655,2022-03-17,0
HH-02653,eero 6,6.4.2,eero Plus,West,4,27,119,2023-09-04,1
HH-02654,eero Pro 6E,6.4.2,Basic,Northeast,3,21,398,2022-11-29,0
HH-02655,eero 6+,6.4.2,Basic,Southwest,1,13,968,2021-05-08,0
HH-02656,eero Pro 6E,6.4.2,eero Plus,Northeast,1,13,984,2021-04-22,0
HH-02657,eero Max,6.4.2,Basic,West,2,21,529,2022-07-21,1
HH-02658,eero 6,6.4.0,eero Plus,Northeast,1,18,733,2021-12-29,0
HH-02659,eero Pro 6E,6.4.2,eero Plus,West,2,18,162,2023-07-23,0
HH-02660,eero 6+,6.1.0,Basic,Midwest,5,23,201,2023-06-14,0
HH-02661,eero Max,6.4.2,eero Plus,Southeast,2,20,792,2021-10-31,0
HH-02662,eero 6,6.4.2,eero Plus,West,3,21,470,2022-09-18,0
HH-02663,eero Pro 6E,6.4.0,eero Plus,West,3,21,1014,2021-03-23,0
HH-02664,eero Pro 6E,6.3.0,Basic,Midwest,4,27,141,2023-08-13,0
HH-02665,eero 6,6.3.0,Basic,Northeast,1,14,1093,2021-01-03,1
HH-02666,eero 6,6.4.2,eero Secure+,Midwest,3,26,131,2023-08-23,1
HH-02667,eero Pro 6E,6.4.2,eero Plus,Midwest,4,24,370,2022-12-27,0
HH-02668,eero Pro 6E,6.5.0,Basic,Midwest,1,13,949,2021-05-27,1
HH-02669,eero 6+,6.3.0,Basic,Midwest,2,12,843,2021-09-10,0
HH-02670,eero Pro 6E,6.4.2,Basic,Northeast,5,24,225,2023-05-21,0
HH-02671,eero 6+,6.4.0,Basic,Southwest,3,27,534,2022-07-16,0
HH-02672,eero Pro 6E,6.5.0,eero Plus,Southwest,2,17,248,2023-04-28,0
HH-02673,eero 6,6.4.0,Basic,Northeast,3,18,194,2023-06-21,0
HH-02674,eero Max,6.4.0,Basic,Midwest,2,18,410,2022-11-17,1
HH-02675,eero 6,6.4.0,eero Plus,Midwest,2,17,398,2022-11-29,0
HH-02676,eero 6+,6.4.2,Basic,Southwest,2,16,37,2023-11-25,0
HH-02677,eero 6,6.5.0,eero Plus,Northeast,2,18,477,2022-09-11,0
HH-02678,eero 6,6.1.0,eero Plus,Midwest,3,21,63,2023-10-30,0
HH-02679,eero 6+,6.1.0,Basic,Southeast,3,25,526,2022-07-24,0
HH-02680,eero 6,6.5.0,eero Plus,Midwest,4,27,893,2021-07-22,0
HH-02681,eero Pro 6E,6.4.0,eero Plus,Southwest,1,17,51,2023-11-11,0
HH-02682,eero 6,6.4.2,Basic,Southwest,4,29,692,2022-02-08,1
HH-02683,eero 6+,6.4.0,Basic,Northeast,2,11,619,2022-04-22,0
HH-02684,eero 6+,6.2.0,eero Plus,Midwest,2,17,706,2022-01-25,0
HH-02685,eero 6,6.4.2,eero Secure+,West,4,20,300,2023-03-07,0
HH-02686,eero 6,6.4.2,eero Plus,Northeast,2,25,30,2023-12-02,0
HH-02687,eero 6+,6.3.0,Basic,West,1,16,316,2023-02-19,0
HH-02688,eero 6+,6.3.0,eero Plus,Southwest,1,17,968,2021-05-08,0
HH-02689,eero 6+,6.4.2,Basic,Southwest,2,16,883,2021-08-01,0
HH-02690,eero 6+,6.1.0,eero Plus,Southeast,3,28,79,2023-10-14,0
HH-02691,eero 6+,6.5.0,eero Plus,Southeast,5,26,646,2022-03-26,0
HH-02692,eero 6,6.3.0,eero Plus,West,3,20,219,2023-05-27,0
HH-02693,eero 6+,6.4.0,eero Secure+,Southeast,4,23,1096,2020-12-31,0
HH-02694,eero Max,6.5.0,eero Plus,Northeast,3,17,789,2021-11-03,0
HH-02695,eero 6+,6.4.2,eero Plus,Midwest,4,20,95,2023-09-28,0
HH-02696,eero Pro 6E,6.4.0,Basic,Northeast,1,9,425,2022-11-02,1
HH-02697,eero 6+,6.4.2,eero Secure+,Southwest,4,26,157,2023-07-28,0
HH-02698,eero Pro 6E,6.3.0,eero Secure+,Midwest,2,15,726,2022-01-05,0
HH-02699,eero Pro 6E,6.3.0,Basic,West,4,25,217,2023-05-29,0
HH-02700,eero 6+,6.5.0,eero Plus,Southwest,1,13,607,2022-05-04,0
HH-02701,eero Max,6.4.2,Basic,Northeast,3,19,870,2021-08-14,0
HH-02702,eero 6,6.4.2,eero Plus,Southeast,3,22,791,2021-11-01,0
HH-02703,eero 6,6.3.0,eero Plus,Southwest,5,28,696,2022-02-04,0
HH-02704,eero Pro 6E,6.1.0,Basic,Southeast,3,21,962,2021-05-14,0
HH-02705,eero Pro 6E,6.1.0,eero Secure+,West,2,17,108,2023-09-15,0
HH-02706,eero 6,6.4.0,Basic,Southwest,3,19,1072,2021-01-24,0
HH-02707,eero 6,6.4.2,eero Plus,Northeast,2,18,74,2023-10-19,0
HH-02708,eero 6,6.4.0,eero Plus,West,1,17,158,2023-07-27,0
HH-02709,eero 6,6.4.2,Basic,Northeast,1,18,647,2022-03-25,1
HH-02710,eero Pro 6E,6.1.0,Basic,Northeast,1,18,792,2021-10-31,0
HH-02711,eero 6+,6.3.0,Basic,Southwest,2,23,822,2021-10-01,0
HH-02712,eero 6+,6.3.0,eero Plus,West,4,28,426,2022-11-01,0
HH-02713,eero 6+,6.4.0,eero Plus,Midwest,4,19,304,2023-03-03,0
HH-02714,eero 6,6.1.0,Basic,Southeast,1,17,167,2023-07-18,0
HH-02715,eero 6,6.5.0,Basic,Southeast,1,15,812,2021-10-11,0
HH-02716,eero Pro 6E,6.3.0,Basic,Southeast,1,16,244,2023-05-02,1
HH-02717,eero Max,6.5.0,eero Plus,Southeast,2,21,257,2023-04-19,0
HH-02718,eero Pro 6E,6.4.0,eero Plus,Southeast,1,15,136,2023-08-18,0
HH-02719,eero 6,6.5.0,Basic,Midwest,2,20,188,2023-06-27,0
HH-02720,eero Max,6.4.0,eero Plus,West,3,22,59,2023-11-03,0
HH-02721,eero Pro 6E,6.5.0,Basic,Southeast,3,20,638,2022-04-03,0
HH-02722,eero Pro 6E,6.1.0,eero Secure+,Northeast,2,13,798,2021-10-25,0
HH-02723,eero 6+,6.4.2,eero Secure+,West,2,7,813,2021-10-10,0
HH-02724,eero 6+,6.5.0,eero Plus,Southwest,3,18,911,2021-07-04,0
HH-02725,eero 6+,6.2.0,eero Secure+,West,4,29,952,2021-05-24,0
HH-02726,eero 6,6.2.0,eero Secure+,Northeast,2,19,371,2022-12-26,0
HH-02727,eero 6,6.4.0,eero Secure+,Northeast,1,8,197,2023-06-18,0
HH-02728,eero 6,6.5.0,eero Plus,Midwest,2,20,713,2022-01-18,0
HH-02729,eero 6+,6.4.0,Basic,Midwest,1,19,661,2022-03-11,0
HH-02730,eero Pro 6E,6.4.0,Basic,Midwest,2,13,461,2022-09-27,1
HH-02731,eero 6+,6.2.0,Basic,Midwest,1,7,68,2023-10-25,0
HH-02732,eero 6,6.1.0,eero Plus,Northeast,2,19,1009,2021-03-28,0
HH-02733,eero Max,6.4.2,Basic,Midwest,1,18,416,2022-11-11,0
HH-02734,eero Max,6.2.0,Basic,Midwest,3,18,798,2021-10-25,0
HH-02735,eero Pro 6E,6.4.2,eero Plus,Southeast,1,14,820,2021-10-03,0
HH-02736,eero Max,6.5.0,Basic,Southwest,3,23,771,2021-11-21,0
HH-02737,eero 6+,6.3.0,eero Plus,Southeast,1,20,430,2022-10-28,0
HH-02738,eero Max,6.4.2,eero Secure+,Southeast,1,19,131,2023-08-23,1
HH-02739,eero 6,6.1.0,eero Plus,Southeast,4,26,684,2022-02-16,0
HH-02740,eero 6+,6.4.2,eero Plus,Southeast,3,23,932,2021-06-13,0
HH-02741,eero 6,6.2.0,eero Plus,Northeast,1,14,781,2021-11-11,0
HH-02742,eero 6,6.4.2,eero Plus,Southwest,3,25,116,2023-09-07,1
HH-02743,eero 6,6.3.0,Basic,West,3,17,888,2021-07-27,1
HH-02744,eero Pro 6E,6.4.0,eero Secure+,Southeast,2,20,348,2023-01-18,0
HH-02745,eero Pro 6E,6.4.0,Basic,Northeast,2,11,996,2021-04-10,1
HH-02746,eero 6+,6.2.0,Basic,West,4,28,916,2021-06-29,0
HH-02747,eero 6,6.4.2,eero Plus,Southeast,1,13,662,2022-03-10,1
HH-02748,eero Pro 6E,6.3.0,Basic,Northeast,2,13,681,2022-02-19,0
HH-02749,eero Pro 6E,6.4.2,Basic,Southeast,2,16,979,2021-04-27,0
HH-02750,eero 6+,6.2.0,Basic,Southwest,3,20,269,2023-04-07,0
HH-02751,eero Pro 6E,6.4.2,Basic,Southeast,4,18,172,2023-07-13,0
HH-02752,eero 6,6.2.0,Basic,Midwest,4,26,983,2021-04-23,0
HH-02753,eero 6+,6.4.0,Basic,Southeast,3,20,148,2023-08-06,0
HH-02754,eero Max,6.3.0,eero Plus,Northeast,5,28,625,2022-04-16,0
HH-02755,eero 6,6.4.2,eero Secure+,Southeast,3,25,192,2023-06-23,1
HH-02756,eero 6+,6.3.0,Basic,Southwest,3,27,683,2022-02-17,0
HH-02757,eero Max,6.5.0,eero Secure+,Midwest,5,28,379,2022-12-18,0
HH-02758,eero Pro 6E,6.5.0,Basic,Northeast,1,11,60,2023-11-02,1
HH-02759,eero 6,6.2.0,Basic,Northeast,3,21,487,2022-09-01,0
HH-02760,eero 6,6.4.2,Basic,Midwest,3,22,120,2023-09-03,0
HH-02761,eero 6,6.2.0,eero Plus,Southwest,4,24,157,2023-07-28,0
HH-02762,eero Pro 6E,6.4.0,Basic,Southeast,4,17,808,2021-10-15,0
HH-02763,eero 6+,6.4.2,eero Plus,Midwest,4,22,999,2021-04-07,0
HH-02764,eero 6,6.4.2,eero Plus,Northeast,5,29,877,2021-08-07,0
HH-02765,eero Max,6.4.2,eero Plus,Southeast,2,15,821,2021-10-02,1
HH-02766,eero 6+,6.3.0,eero Plus,Northeast,1,14,538,2022-07-12,0
HH-02767,eero 6,6.3.0,eero Secure+,Southwest,1,19,965,2021-05-11,0
HH-02768,eero 6+,6.2.0,Basic,Southeast,2,17,774,2021-11-18,0
HH-02769,eero Pro 6E,6.4.2,Basic,Southwest,2,18,769,2021-11-23,0
HH-02770,eero 6,6.4.0,eero Plus,Southwest,2,15,266,2023-04-10,0
HH-02771,eero 6,6.4.2,eero Plus,West,2,19,1042,2021-02-23,0
HH-02772,eero Pro 6E,6.3.0,Basic,Southeast,4,18,1006,2021-03-31,0
HH-02773,eero 6+,6.3.0,Basic,Northeast,2,15,1052,2021-02-13,1
HH-02774,eero 6+,6.3.0,eero Plus,West,4,21,498,2022-08-21,0
HH-02775,eero 6+,6.1.0,Basic,Southwest,4,25,417,2022-11-10,0
HH-02776,eero 6,6.3.0,Basic,West,2,27,765,2021-11-27,0
HH-02777,eero 6,6.4.2,eero Secure+,Northeast,2,16,683,2022-02-17,0
HH-02778,eero 6+,6.5.0,eero Plus,Southeast,3,25,70,2023-10-23,0
HH-02779,eero 6,6.4.0,eero Plus,Southwest,3,18,982,2021-04-24,0
HH-02780,eero 6,6.4.0,eero Plus,Northeast,2,14,838,2021-09-15,0
HH-02781,eero Pro 6E,6.1.0,eero Secure+,Midwest,1,14,411,2022-11-16,0
HH-02782,eero Max,6.5.0,Basic,Southeast,2,18,125,2023-08-29,0
HH-02783,eero Pro 6E,6.1.0,Basic,Northeast,1,14,941,2021-06-04,0
HH-02784,eero Max,6.5.0,eero Plus,Southeast,2,17,816,2021-10-07,0
HH-02785,eero 6,6.4.0,eero Plus,Southeast,2,26,322,2023-02-13,0
HH-02786,eero Max,6.3.0,Basic,Northeast,3,18,370,2022-12-27,0
HH-02787,eero 6,6.5.0,eero Secure+,Midwest,5,25,748,2021-12-14,0
HH-02788,eero Max,6.1.0,eero Plus,Southeast,3,14,986,2021-04-20,0
HH-02789,eero Max,6.4.0,Basic,Southeast,4,18,567,2022-06-13,0
HH-02790,eero Pro 6E,6.4.0,Basic,West,3,23,901,2021-07-14,0
HH-02791,eero Max,6.3.0,Basic,Midwest,3,26,989,2021-04-17,0
HH-02792,eero 6+,6.4.0,eero Plus,Southeast,2,16,410,2022-11-17,0
HH-02793,eero 6,6.4.2,eero Secure+,Southwest,2,19,888,2021-07-27,0
HH-02794,eero 6+,6.4.2,Basic,West,4,25,628,2022-04-13,0
HH-02795,eero 6+,6.1.0,eero Secure+,Northeast,4,26,959,2021-05-17,0
HH-02796,eero 6,6.5.0,eero Secure+,Southeast,2,18,1076,2021-01-20,0
HH-02797,eero Pro 6E,6.2.0,eero Plus,Midwest,1,13,791,2021-11-01,1
HH-02798,eero Max,6.3.0,eero Plus,Southeast,3,19,393,2022-12-04,0
HH-02799,eero 6,6.3.0,Basic,Southwest,2,17,595,2022-05-16,0
HH-02800,eero Pro 6E,6.1.0,eero Plus,West,1,14,998,2021-04-08,0
HH-02801,eero Max,6.2.0,Basic,West,4,28,856,2021-08-28,0
HH-02802,eero Max,6.5.0,eero Plus,Southeast,2,16,534,2022-07-16,0
HH-02803,eero Max,6.3.0,Basic,Southeast,3,27,247,2023-04-29,0
HH-02804,eero 6+,6.2.0,eero Secure+,West,4,29,511,2022-08-08,0
HH-02805,eero Max,6.2.0,eero Secure+,Southeast,2,15,966,2021-05-10,0
HH-02806,eero Pro 6E,6.4.2,Basic,Northeast,2,23,778,2021-11-14,0
HH-02807,eero 6,6.5.0,Basic,Southwest,2,11,865,2021-08-19,1
HH-02808,eero 6+,6.3.0,eero Plus,Southeast,2,15,518,2022-08-01,0
HH-02809,eero Pro 6E,6.1.0,eero Plus,Southeast,3,21,829,2021-09-24,0
HH-02810,eero 6,6.3.0,Basic,West,2,24,240,2023-05-06,0
HH-02811,eero Pro 6E,6.1.0,eero Plus,Northeast,1,16,695,2022-02-05,1
HH-02812,eero Pro 6E,6.2.0,Basic,Northeast,1,15,288,2023-03-19,0
HH-02813,eero 6,6.4.0,Basic,Southeast,2,20,401,2022-11-26,0
HH-02814,eero 6+,6.3.0,Basic,Midwest,2,17,1021,2021-03-16,1
HH-02815,eero Pro 6E,6.4.0,Basic,Northeast,3,23,117,2023-09-06,0
HH-02816,eero 6+,6.3.0,eero Plus,Midwest,2,15,429,2022-10-29,0
HH-02817,eero 6,6.5.0,eero Secure+,Midwest,1,10,338,2023-01-28,0
HH-02818,eero 6,6.5.0,Basic,West,2,19,33,2023-11-29,0
HH-02819,eero 6+,6.4.0,eero Plus,Southeast,4,26,255,2023-04-21,0
HH-02820,eero Max,6.3.0,Basic,Southwest,1,11,368,2022-12-29,1
HH-02821,eero 6,6.4.0,eero Plus,Southeast,3,18,87,2023-10-06,1
HH-02822,eero Pro 6E,6.4.0,Basic,Southwest,3,22,585,2022-05-26,0
HH-02823,eero 6,6.4.2,eero Plus,Southeast,3,24,948,2021-05-28,0
HH-02824,eero 6+,6.4.0,eero Secure+,Northeast,1,13,553,2022-06-27,0
HH-02825,eero Pro 6E,6.5.0,Basic,Southwest,5,27,555,2022-06-25,0
HH-02826,eero Pro 6E,6.5.0,eero Plus,Northeast,3,17,1098,2020-12-29,0
HH-02827,eero 6,6.3.0,Basic,Northeast,4,28,53,2023-11-09,0
HH-02828,eero 6+,6.4.0,Basic,Southeast,1,16,792,2021-10-31,0
HH-02829,eero 6,6.2.0,Basic,Midwest,3,22,271,2023-04-05,0
